Year,Country,Units,Product,Indicator,Value
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.1 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,4.2 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,107.6 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Bio jet kerosene,Primary production,0.0 
2012 ,Albania,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Austria,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,36.4 
2012 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Belgium,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,2.9 
2012 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,33.4 
2012 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,1.5 
2012 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Germany,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,90.0 
2012 ,Denmark,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,6.9 
2012 ,Estonia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Greece,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,13.1 
2012 ,Spain,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,17.6 
2012 ,Finland,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,France,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,182.7 
2012 ,Georgia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,: 
2012 ,Croatia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,7.0 
2012 ,Hungary,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,107.2 
2012 ,Ireland,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Iceland,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,4008.2 
2012 ,Italy,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,4957.3 
2012 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,3.8 
2012 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Latvia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Moldova,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,10.3 
2012 ,Malta,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,11.8 
2012 ,Norway,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Poland,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,15.8 
2012 ,Portugal,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,135.0 
2012 ,Romania,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,23.3 
2012 ,Serbia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,6.2 
2012 ,Sweden,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,31.6 
2012 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,5.9 
2012 ,Turkey,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,2236.5 
2012 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2012 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.8 
2012 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Geothermal Energy,Primary production,0.0 
2013 ,Albania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,811.8 
2013 ,Austria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9535.5 
2013 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,0.0 
2013 ,Belgium,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2966.4 
2013 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1825.5 
2013 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,108.9 
2013 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,4117.5 
2013 ,Germany,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,33679.5 
2013 ,Denmark,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,3069.2 
2013 ,Estonia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1122.2 
2013 ,Greece,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2486.8 
2013 ,Spain,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,17562.1 
2013 ,Finland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9929.8 
2013 ,France,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,23196.6 
2013 ,Georgia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,: 
2013 ,Croatia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2312.7 
2013 ,Hungary,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,3314.0 
2013 ,Ireland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,756.5 
2013 ,Iceland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5272.3 
2013 ,Italy,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,23499.8 
2013 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1288.4 
2013 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,98.1 
2013 ,Latvia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2137.0 
2013 ,Moldova,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,589.3 
2013 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,389.7 
2013 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,371.9 
2013 ,Malta,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,9.1 
2013 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,4373.4 
2013 ,Norway,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,12365.7 
2013 ,Poland,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,8520.9 
2013 ,Portugal,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5607.0 
2013 ,Romania,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,5560.8 
2013 ,Serbia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,2004.5 
2013 ,Sweden,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,16449.5 
2013 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1115.2 
2013 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,1466.7 
2013 ,Turkey,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,12732.3 
2013 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,3489.5 
2013 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,8931.3 
2013 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Renewable energies,Primary production,260.8 
2013 ,Albania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,598.4 
2013 ,Austria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3615.0 
2013 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2013 ,Belgium,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,32.7 
2013 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,350.8 
2013 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2013 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,235.1 
2013 ,Germany,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1977.5 
2013 ,Denmark,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1.1 
2013 ,Estonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,2.2 
2013 ,Greece,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,545.7 
2013 ,Spain,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3169.8 
2013 ,Finland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1103.9 
2013 ,France,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,6080.5 
2013 ,Georgia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,: 
2013 ,Croatia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,741.4 
2013 ,Hungary,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,18.3 
2013 ,Ireland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,51.5 
2013 ,Iceland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1106.0 
2013 ,Italy,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,4537.7 
2013 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,44.8 
2013 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,10.2 
2013 ,Latvia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,250.4 
2013 ,Moldova,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,3.9 
2013 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,215.3 
2013 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,136.2 
2013 ,Malta,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,0.0 
2013 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,9.8 
2013 ,Norway,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,11017.9 
2013 ,Poland,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,209.7 
2013 ,Portugal,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1180.6 
2013 ,Romania,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1286.1 
2013 ,Serbia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,877.3 
2013 ,Sweden,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5276.1 
2013 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,398.0 
2013 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,416.9 
2013 ,Turkey,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,5109.2 
2013 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,1186.7 
2013 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,404.2 
2013 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Hydro power,Primary production,12.3 
2013 ,Albania,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
2013 ,Austria,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,271.1 
2013 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Wind power,Primary production,0.0 
